Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
N/A,01GNTWVYMFP2CKZ3KQJSD0PKX4,20230105_EDM_MAA SPORTS_PSA DF_HOKA Transport Campaign Launch_EB,2023-01-05,03:00 PM,11479,0.508239602406487,0.030604237509809052,0.00104629871828407,0.000523149359142035,7807,5829,460,351,12,10,0.0008711560240439063,EB,New Release! HOKA Transport 🔥🔥,Everyday Comfort in Style🕺,20230105_EDM_MAA SPORTS_PSA DF_HOKA Transport Campaign Launch_EB_List,,Thursday,Email
N/A,01GNY4GTAZ054N1RGF6ST1N6VZ,20230105_EDM_MAA SPORTS_PSA DF_HOKA Transport Campaign Launch_NB,2023-01-05,03:00 PM,154669,0.7765936783767335,0.007523275538347987,0.001133023424449998,0.00012301397179742836,152842,119948,1507,1162,186,215,0.0013900652360848004,NB,New Release! HOKA Transport 🔥🔥,Everyday Comfort in Style🕺,20230105_EDM_MAA SPORTS_PSA DF_HOKA Transport Campaign Launch_NB_List,20230105_EDM_MAA SPORTS_PSA DF_HOKA Transport Campaign Launch_EB_List,Thursday,Email
N/A,01GMQDMX8WBYMKEJDDQQRKNK1M,20221230_EDM_MAA SPORTS_PSA DF_Year End Sale | Final Clearance 20%_EB,2022-12-30,05:00 PM,14822,0.6193883750759468,0.041585094174036316,0.0038479713764936205,0.00013501653952609194,12291,9175,865,616,61,9,0.0006072055053299149,EB,YEAR END SALE!,N/A,20221230_EDM_MAA SPORTS_PSA DF_Year End Sale | Final Clearance 20%_EB_List NEW,,Friday,Email
N/A,01GMWJQB7EZA729XASCRPECTGY,20221230_EDM_MAA SPORTS_PSA DF_Year End Sale | Final Clearance 20%_NB,2022-12-30,05:00 PM,184575,0.781165267564695,0.012863061538795253,0.001903429426693564,0.00015184052406672305,185405,144050,3338,2372,355,171,0.0009264526615197074,NB,YEAR END SALE!,N/A, 20221230_EDM_MAA SPORTS_PSA DF_Year End Sale | Final Clearance 20%_NB_List NEW,20221230_EDM_MAA SPORTS_PSA DF_Year End Sale | Final Clearance 20%_EB_List NEW,Friday,Email
N/A,01GMADK5SEKNK0G4MZW3B6VZ8W,20221229_EDM_MAA SPORTS_PSA DF_Brand Take Over | ADIZERO_EB,2022-12-29,04:00 PM,7682,0.8972254787026183,0.008987885892926924,0.0015631105900742479,0.00013025921583952066,9125,6888,108,69,12,5,0.0006508721687060661,EB,adidas Adizero SL 🏃🏻‍♀️🏃🏻‍♂️ Supercharging You to the Finish Line 🙌🏻,Get It Now!,20221229_EDM_MAA SPORTS_PSA DF_Brand Take Over | ADIZERO_EB List NEW,,Thursday,Email
N/A,01GNBBYWWWHW6VT47D5TGJT349,20221229_EDM_MAA SPORTS_PSA DF_Brand Take Over | ADIZERO_NB,2022-12-29,04:00 PM,92144,0.9404098654416316,0.0023458117486071742,0.0010860239576885066,6.51614374613104e-05,111601,86592,273,216,105,65,0.0007054176072234763,NB,adidas Adizero SL 🏃🏻‍♀️🏃🏻‍♂️ Supercharging You to the Finish Line 🙌🏻,Get It Now!,20221229_EDM_MAA SPORTS_PSA DF_Brand Take Over | ADIZERO_NB List NEW,20221229_EDM_MAA SPORTS_PSA DF_Brand Take Over | ADIZERO_EB List NEW,Thursday,Email
N/A,01GNC766RC40RFTD97F5YY5G57,20221228_EDM_MAA SPORTS_PSA DF_Brand Take Over | Nike_EB_2,2022-12-28,07:15 PM,4552,0.8163041089870359,0.022632388486047022,0.004394638540980004,0.00021973192704900023,5056,3715,132,103,20,1,0.0002196836555360281,EB,NIke Air Zoom Fly 5 • Stability Where You Need It 🏃🏃‍♀️,Get Yours Now!,20221228_EDM_MAA SPORTS_PSA DF_Brand Take Over | Nike_EB List_2,,Wednesday,Email
N/A,01GNC85DDAQQKMMZRJKDW9KRWJ,20221228_EDM_MAA SPORTS_PSA DF_Brand Take Over | Nike_NB_2,2022-12-28,07:15 PM,78337,0.9028042159054616,0.005276269562440115,0.0020057489619929735,0.00020440753752794634,90969,70667,544,413,164,62,0.0007914523149980214,NB,NIke Air Zoom Fly 5 • Stability Where You Need It 🏃🏃‍♀️,Get Yours Now!,20221228_EDM_MAA SPORTS_PSA DF_Brand Take Over | Nike_NB List_2,20221228_EDM_MAA SPORTS_PSA DF_Brand Take Over | Nike_EB List_2,Wednesday,Email
N/A,01GMVXMSB4ZMEN4D95364D45VF,20221228_EDM_MAA SPORTS_PSA DF_Brand Take Over | Nike_EB,2022-12-28,05:00 PM,5494,0.6227686703096539,0.01366120218579235,0.0012750455373406193,0.000546448087431694,4468,3419,95,75,7,4,0.0007280669821623589,EB,NIke Air Zoom Fly 5 • Stability Where You Need It 🏃🏃‍♀️,Get Yours Now!,20221228_EDM_MAA SPORTS_PSA DF_Brand Take Over | Nike_EB_List,,Wednesday,Email
N/A,01GN8WMNEXXVW4FMP0XS1JHDND,20221228_EDM_MAA SPORTS_PSA DF_Brand Take Over | Nike_NB,2022-12-28,05:00 PM,11239,0.6210610646252448,0.007477301050382767,0.0016912942852056257,0.0002670464660850988,8895,6977,108,84,20,5,0.00044487943767239076,NB,NIke Air Zoom Fly 5 • Stability Where You Need It 🏃🏃‍♀️,Get Yours Now!,20221228_EDM_MAA SPORTS_PSA DF_Brand Take Over | Nike_NB_List,20221228_EDM_MAA SPORTS_PSA DF_Brand Take Over | Nike_EB_List,Wednesday,Email
